Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     586( 97.7)       14(  2.3)       0       0       0       0       0       0       0
  2     265( 45.4)      319( 54.6)       0       0       0       0       0       0       0
  3     169( 27.4)      447( 72.6)       0       0       0       0       0       0       0
  4     150(100.0)        0(  0.0)       0       0       0       0       0       0       0
  5      83( 50.0)       83( 50.0)       0       0       0       0       0       0       0
  6      39( 29.1)       95( 70.9)       0       0       0       0       0       0       0
  7     567( 97.1)       17(  2.9)       0       0       0       0       0       0       0
  8     316( 51.3)      300( 48.7)       0       0       0       0       0       0       0
  9     289( 48.2)      311( 51.8)       0       0       0       0       0       0       0
 10     163( 98.2)        3(  1.8)       0       0       0       0       0       0       0
 11      63( 47.0)       71( 53.0)       0       0       0       0       0       0       0
 12      73( 48.7)       77( 51.3)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  2763( 61.4)     1737( 38.6)       0       0       0       0       0       0       0

