Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     562( 93.5)       39(  6.5)       0       0       0       0       0       0       0
  2     502( 86.0)       82( 14.0)       0       0       0       0       0       0       0
  3     478( 77.6)      138( 22.4)       0       0       0       0       0       0       0
  4     139( 92.7)       11(  7.3)       0       0       0       0       0       0       0
  5     144( 86.7)       22( 13.3)       0       0       0       0       0       0       0
  6     112( 83.6)       22( 16.4)       0       0       0       0       0       0       0
  7     545( 88.5)       71( 11.5)       0       0       0       0       0       0       0
  8     461( 76.8)      139( 23.2)       0       0       0       0       0       0       0
  9     385( 66.0)      198( 34.0)       0       0       0       0       0       0       0
 10     118( 88.1)       16( 11.9)       0       0       0       0       0       0       0
 11     110( 73.3)       40( 26.7)       0       0       0       0       0       0       0
 12     115( 69.3)       51( 30.7)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  3671( 81.6)      829( 18.4)       0       0       0       0       0       0       0

