Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     569( 97.6)       14(  2.4)       0       0       0       0       0       0       0
  2     430( 69.8)      186( 30.2)       0       0       0       0       0       0       0
  3     398( 66.3)      202( 33.7)       0       0       0       0       0       0       0
  4     157( 94.6)        9(  5.4)       0       0       0       0       0       0       0
  5     102( 76.1)       32( 23.9)       0       0       0       0       0       0       0
  6     100( 66.7)       50( 33.3)       0       0       0       0       0       0       0
  7     590( 95.8)       26(  4.2)       0       0       0       0       0       0       0
  8     369( 61.4)      232( 38.6)       0       0       0       0       0       0       0
  9     352( 60.3)      232( 39.7)       0       0       0       0       0       0       0
 10     126( 94.0)        8(  6.0)       0       0       0       0       0       0       0
 11      84( 56.0)       66( 44.0)       0       0       0       0       0       0       0
 12      85( 51.2)       81( 48.8)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  3362( 74.7)     1138( 25.3)       0       0       0       0       0       0       0

