Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     583( 97.2)       17(  2.8)       0       0       0       0       0       0       0
  2     464( 79.5)      120( 20.5)       0       0       0       0       0       0       0
  3     505( 82.0)      111( 18.0)       0       0       0       0       0       0       0
  4     147( 98.0)        3(  2.0)       0       0       0       0       0       0       0
  5     136( 81.9)       30( 18.1)       0       0       0       0       0       0       0
  6     108( 80.6)       26( 19.4)       0       0       0       0       0       0       0
  7     597( 96.9)       19(  3.1)       0       0       0       0       0       0       0
  8     491( 81.8)      109( 18.2)       0       0       0       0       0       0       0
  9     380( 65.1)      204( 34.9)       0       0       0       0       0       0       0
 10     131( 97.8)        3(  2.2)       0       0       0       0       0       0       0
 11     125( 83.3)       25( 16.7)       0       0       0       0       0       0       0
 12     109( 65.7)       57( 34.3)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  3776( 83.9)      724( 16.1)       0       0       0       0       0       0       0

