Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     545( 90.8)       55(  9.2)       0       0       0       0       0       0       0
  2     456( 78.1)      128( 21.9)       0       0       0       0       0       0       0
  3     496( 80.5)      120( 19.5)       0       0       0       0       0       0       0
  4     139( 92.7)       11(  7.3)       0       0       0       0       0       0       0
  5     135( 81.3)       31( 18.7)       0       0       0       0       0       0       0
  6     119( 88.8)       15( 11.2)       0       0       0       0       0       0       0
  7     594( 96.4)       22(  3.6)       0       0       0       0       0       0       0
  8     497( 82.8)      103( 17.2)       0       0       0       0       0       0       0
  9     437( 74.8)      147( 25.2)       0       0       0       0       0       0       0
 10     126( 94.0)        8(  6.0)       0       0       0       0       0       0       0
 11     117( 78.0)       33( 22.0)       0       0       0       0       0       0       0
 12     125( 75.3)       41( 24.7)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  3786( 84.1)      714( 15.9)       0       0       0       0       0       0       0

