Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     584( 97.3)       16(  2.7)       0       0       0       0       0       0       0
  2     143( 24.5)      441( 75.5)       0       0       0       0       0       0       0
  3      82( 13.3)      534( 86.7)       0       0       0       0       0       0       0
  4     149( 99.3)        1(  0.7)       0       0       0       0       0       0       0
  5      48( 28.9)      118( 71.1)       0       0       0       0       0       0       0
  6      15( 11.2)      119( 88.8)       0       0       0       0       0       0       0
  7     527( 90.2)       57(  9.8)       0       0       0       0       0       0       0
  8     158( 25.6)      458( 74.4)       0       0       0       0       0       0       0
  9     165( 27.5)      435( 72.5)       0       0       0       0       0       0       0
 10     147( 88.6)       19( 11.4)       0       0       0       0       0       0       0
 11      26( 19.4)      108( 80.6)       0       0       0       0       0       0       0
 12      46( 30.7)      104( 69.3)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  2090( 46.4)     2410( 53.6)       0       0       0       0       0       0       0

