Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     366( 59.4)      250( 40.6)       0       0       0       0       0       0       0
  2      40(  6.7)      560( 93.3)       0       0       0       0       0       0       0
  3      66( 11.3)      518( 88.7)       0       0       0       0       0       0       0
  4      81( 60.4)       53( 39.6)       0       0       0       0       0       0       0
  5       2(  1.3)      148( 98.7)       0       0       0       0       0       0       0
  6      15(  9.0)      151( 91.0)       0       0       0       0       0       0       0
  7     324( 55.5)      260( 44.5)       0       0       0       0       0       0       0
  8      17(  2.8)      583( 97.2)       0       0       0       0       0       0       0
  9      79( 12.8)      537( 87.2)       0       0       0       0       0       0       0
 10     112( 67.5)       54( 32.5)       0       0       0       0       0       0       0
 11      13(  8.7)      137( 91.3)       0       0       0       0       0       0       0
 12      20( 14.9)      114( 85.1)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  1135( 25.2)     3365( 74.8)       0       0       0       0       0       0       0

